8,0.8382,0.123,0.7152
8,0.29,0.09,0.19999999999999998
8,0.2597,0.085,0.17469999999999997
8,0.2524,0.085,0.1674
8,0.2518,0.085,0.1668
8,0.2469,0.085,0.1619
8,0.2534,0.084,0.1694
8,0.25,0.087,0.163
8,0.247,0.084,0.16299999999999998
8,0.2456,0.084,0.16160000000000002
8,0.245,0.084,0.16099999999999998
8,0.2489,0.084,0.1649
8,0.2439,0.083,0.1609
8,0.2454,0.084,0.1614
8,0.2478,0.084,0.1638
8,0.2494,0.085,0.1644
8,0.2447,0.083,0.1617
8,0.2486,0.084,0.16459999999999997
8,0.2452,0.084,0.1612
8,0.2724,0.085,0.18739999999999996
8,0.2483,0.084,0.1643
8,0.2455,0.085,0.16049999999999998
8,0.2475,0.084,0.16349999999999998
8,0.2495,0.085,0.16449999999999998
8,0.2453,0.084,0.1613
8,0.2451,0.085,0.16010000000000002
8,0.2468,0.084,0.1628
8,0.2432,0.085,0.1582
8,0.242,0.083,0.15899999999999997
8,0.242,0.083,0.15899999999999997
8,0.2453,0.084,0.1613
8,0.2427,0.084,0.1587
8,0.2434,0.086,0.1574
8,0.2457,0.087,0.1587
8,0.244,0.086,0.158
8,0.248,0.084,0.16399999999999998
8,0.2448,0.086,0.1588
8,0.2458,0.087,0.1588
8,0.2438,0.085,0.1588
8,0.2428,0.085,0.1578
8,0.2439,0.085,0.15889999999999999
8,0.2499,0.084,0.1659
8,0.2427,0.084,0.1587
8,0.242,0.084,0.15799999999999997
8,0.2422,0.084,0.1582
8,0.2447,0.085,0.1597
8,0.2412,0.084,0.1572
8,0.2416,0.084,0.15760000000000002
8,0.2404,0.083,0.15739999999999998
8,0.2444,0.084,0.1604
8,0.2401,0.084,0.15610000000000002
8,0.2403,0.083,0.1573
8,0.2452,0.088,0.1572
8,0.243,0.084,0.15899999999999997
8,0.2443,0.086,0.1583
8,0.2471,0.085,0.16209999999999997
8,0.2474,0.086,0.16140000000000002
8,0.2438,0.085,0.1588
8,0.2453,0.085,0.1603
8,0.2419,0.084,0.15789999999999998
8,0.2459,0.085,0.1609
8,0.2435,0.086,0.1575
16,0.7268,0.171,0.5558
16,0.3424,0.173,0.1694
16,0.334,0.171,0.163
16,0.3371,0.171,0.1661
16,0.3329,0.17,0.16289999999999996
16,0.3322,0.17,0.16219999999999998
16,0.3492,0.172,0.17720000000000002
16,0.3459,0.17,0.17589999999999997
16,0.3488,0.173,0.1758
16,0.3313,0.169,0.16229999999999997
16,0.332,0.169,0.163
16,0.3465,0.184,0.16249999999999998
16,0.3398,0.171,0.16879999999999998
16,0.334,0.171,0.163
16,0.3364,0.17,0.16639999999999996
16,0.3347,0.172,0.1627
16,0.3325,0.171,0.1615
16,0.3357,0.17,0.1657
16,0.3326,0.17,0.1626
16,0.3336,0.171,0.1626
16,0.3371,0.171,0.1661
16,0.3348,0.173,0.1618
16,0.3361,0.174,0.16210000000000002
16,0.3334,0.171,0.16239999999999996
16,0.3327,0.172,0.1607
16,0.344,0.183,0.16099999999999998
16,0.3482,0.172,0.17620000000000002
16,0.3469,0.171,0.17589999999999997
16,0.3489,0.172,0.1769
16,0.3327,0.171,0.16169999999999998
16,0.3308,0.17,0.16079999999999997
16,0.3351,0.171,0.1641
16,0.3313,0.171,0.16029999999999997
16,0.3314,0.171,0.16039999999999996
16,0.3368,0.171,0.16579999999999998
16,0.3323,0.171,0.16129999999999997
16,0.3483,0.175,0.1733
16,0.3324,0.172,0.1604
16,0.3315,0.171,0.1605
16,0.334,0.174,0.16000000000000003
16,0.332,0.171,0.161
16,0.3318,0.171,0.16079999999999997
16,0.3358,0.175,0.1608
16,0.3331,0.172,0.16110000000000002
16,0.331,0.171,0.16
16,0.3348,0.172,0.1628
16,0.3314,0.172,0.1594
16,0.3312,0.171,0.16019999999999998
16,0.3409,0.174,0.1669
16,0.3334,0.172,0.1614
16,0.336,0.175,0.16100000000000003
16,0.3318,0.171,0.16079999999999997
16,0.3305,0.171,0.1595
16,0.333,0.174,0.15900000000000003
16,0.3317,0.172,0.1597
16,0.3323,0.172,0.1603
16,0.4101,0.249,0.16110000000000002
16,0.3524,0.174,0.1784
16,0.3349,0.171,0.16389999999999996
16,0.337,0.171,0.166
16,0.331,0.17,0.161
16,0.3338,0.173,0.1608
16,0.3317,0.171,0.16069999999999998
16,0.3306,0.171,0.1596
16,0.335,0.176,0.15900000000000003
16,0.3312,0.172,0.1592
16,0.3328,0.173,0.1598
24,0.8189,0.261,0.5579
24,0.4415,0.271,0.17049999999999998
24,0.4296,0.263,0.16659999999999997
24,0.4271,0.263,0.16409999999999997
24,0.4303,0.263,0.1673
24,0.4261,0.263,0.16309999999999997
24,0.4294,0.262,0.1674
24,0.4275,0.264,0.16349999999999998
24,0.4305,0.266,0.16449999999999998
24,0.4279,0.263,0.1649
24,0.4294,0.265,0.1644
24,0.4273,0.263,0.1643
24,0.4287,0.264,0.1647
24,0.4296,0.263,0.16659999999999997
24,0.4271,0.263,0.16409999999999997
24,0.4317,0.264,0.16769999999999996
24,0.4271,0.263,0.16409999999999997
24,0.4302,0.264,0.16620000000000001
24,0.4253,0.262,0.1633
24,0.4288,0.267,0.1618
24,0.425,0.262,0.16299999999999998
24,0.4294,0.266,0.1634
24,0.4383,0.262,0.1763
24,0.4394,0.264,0.1754
24,0.428,0.265,0.16299999999999998
24,0.4251,0.262,0.16309999999999997
24,0.5043,0.275,0.22929999999999995
24,0.46,0.268,0.192
24,0.4446,0.265,0.17959999999999998
24,0.4306,0.264,0.16659999999999997
24,0.4318,0.264,0.1678
24,0.4341,0.266,0.16809999999999997
24,0.4471,0.282,0.16510000000000002
24,0.4305,0.265,0.16549999999999998
24,0.4315,0.267,0.16449999999999998
